responseTime,ProlificId,ProlificID,SubjectId,SubjectID,study_key,source,demo_age,demo_country,demo_native_language,demo_other_languages,demo_other_languages_parsed,demo_exposure_pcts,demo_exposure_total_pct,demo_read_pcts,demo_read_total_pct,demo_speak_pcts,demo_speak_total_pct,demo_formal_education_years,demo_years_current_institution,demo_highest_education,demo_native_speaking,demo_native_understanding,demo_native_reading,cambridge_item,cambridge_selected,cambridge_correct_answer,cambridge_item_correct,cambridge_score,cambridge_max,cambridge_cefr,onestop_level_pair,onestop_level_block_order,onestop_level_assignment_rule,onestop_reading_article_count,onestop_reading_trial_count,onestop_article_selection_mode,onestop_manual_article_numbers,recordType,Experiment,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,presentation_order,Index,Word,mousePositionX,mousePositionY,sampleTimeMs,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,revealMode,clickDurationMs,hoverDurationMs,relativeXInWord,relativeYInWord,totalWordsInItem,response,response_correct,onestop_block_level,onestop_paragraph_index,device,hand,prolific_pid,prolific_study_id,prolific_session_id,experiment_start_time,ParticipantId,experiment_end_time,experiment_duration,glb_ProlificId,glb_ProlificID,glb_SubjectId,glb_SubjectID,glb_study_key
23870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,30,4,25,26,81," course, ",918,327,1033044.3999999762,309.2734375,909.671875,329.7734375,973.703125,6,11,,,,,,,,,intermediate,4,,,,,,,,,,,,,,
23921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,30,4,25,26,81," course, ",936,330,1033095.2000000477,309.2734375,909.671875,329.7734375,973.703125,6,11,,,,,,,,,intermediate,4,,,,,,,,,,,,,,
23971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,30,4,25,26,81," course, ",947,331,1033145.2999999523,309.2734375,909.671875,329.7734375,973.703125,6,11,,,,,,,,,intermediate,4,,,,,,,,,,,,,,
24021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,30,4,25,26,81," course, ",963,331,1033195.2000000477,309.2734375,909.671875,329.7734375,973.703125,6,11,,,,,,,,,intermediate,4,,,,,,,,,,,,,,
24041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,30,4,25,26,81," course, ",913,327,,299.5234375,909.671875,339.5234375,973.703125,6,11,hover,200.70000004768372,200.70000004768372,0.9265495363591996,0.7869140625,153,,,intermediate,4,,,,,,,,,,,,,,
24070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,30,4,25,26,82, safety ,984,330,1033245,309.2734375,973.703125,329.7734375,1026.734375,6,12,,,,,,,,,intermediate,4,,,,,,,,,,,,,,
24121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,30,4,25,26,82, safety ,1006,327,1033295.2999999523,309.2734375,973.703125,329.7734375,1026.734375,6,12,,,,,,,,,intermediate,4,,,,,,,,,,,,,,
24171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,30,4,25,26,82, safety ,1022,326,1033345.2000000477,309.2734375,973.703125,329.7734375,1026.734375,6,12,,,,,,,,,intermediate,4,,,,,,,,,,,,,,
24174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,30,4,25,26,82, safety ,976,331,,299.5234375,973.703125,339.5234375,1026.734375,6,12,hover,133.59999990463257,133.59999990463257,0.9107248084855628,0.6619140625,153,,,intermediate,4,,,,,,,,,,,,,,
24221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,30,4,25,26,83, is ,1033,326,1033395.2999999523,309.2734375,1026.734375,329.7734375,1039.734375,6,13,,,,,,,,,intermediate,4,,,,,,,,,,,,,,
24241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,30,4,25,26,83, is ,1027,326,,299.5234375,1026.734375,339.5234375,1039.734375,6,13,hover,66.70000004768372,66.70000004768372,0.7127403846153846,0.6619140625,153,,,intermediate,4,,,,,,,,,,,,,,
24269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,30,4,25,26,-1,999,1042,326,1033444,,,,,,,,,,,,,,,intermediate,4,,,,,,,,,,,,,,
24320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,30,4,25,26,-1,999,1045,326,1033495.1000000238,,,,,,,,,,,,,,,intermediate,4,,,,,,,,,,,,,,
24370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,30,4,25,26,-1,999,1045,326,1033544.7999999523,,,,,,,,,,,,,,,intermediate,4,,,,,,,,,,,,,,
24419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,30,4,25,26,83, is ,1037,326,1033593.7999999523,309.2734375,1026.734375,329.7734375,1039.734375,6,13,,,,,,,,,intermediate,4,,,,,,,,,,,,,,
24451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,30,4,25,26,83, is ,1037,326,,299.5234375,1026.734375,339.5234375,1039.734375,6,13,hover,33.199999928474426,33.199999928474426,0.2512019230769231,0.6619140625,153,,,intermediate,4,,,,,,,,,,,,,,
24470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,30,4,25,26,82, safety ,1001,322,1033644.7000000477,309.2734375,973.703125,329.7734375,1026.734375,6,12,,,,,,,,,intermediate,4,,,,,,,,,,,,,,
24501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,30,4,25,26,82, safety ,1017,324,,299.5234375,973.703125,339.5234375,1026.734375,6,12,hover,49.90000009536743,49.90000009536743,0.09988214496169712,0.5119140625,153,,,intermediate,4,,,,,,,,,,,,,,
24520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,30,4,25,26,81," course, ",920,317,1033694.5,309.2734375,909.671875,329.7734375,973.703125,6,11,,,,,,,,,intermediate,4,,,,,,,,,,,,,,
24535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,30,4,25,26,81," course, ",953,318,,299.5234375,909.671875,339.5234375,973.703125,6,11,hover,33.299999952316284,33.299999952316284,0.1612981942410932,0.4369140625,153,,,intermediate,4,,,,,,,,,,,,,,
24568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,30,4,25,26,79, becomes.” ,869,317,,299.5234375,796.625,339.5234375,885.6640625,6,9,hover,33.700000047683716,33.700000047683716,0.3074493287707291,0.4369140625,153,,,intermediate,4,,,,,,,,,,,,,,
24569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,30,4,25,26,77, dangerous ,777,317,1033743.8999999762,309.2734375,692.546875,329.7734375,782.6171875,6,7,,,,,,,,,intermediate,4,,,,,,,,,,,,,,
24602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,30,4,25,26,77, dangerous ,777,317,,299.5234375,692.546875,339.5234375,782.6171875,6,7,hover,33.299999952316284,33.299999952316284,0.3714112238702403,0.4369140625,153,,,intermediate,4,,,,,,,,,,,,,,
24618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,30,4,25,26,76, more ,667,317,,299.5234375,646.53125,339.5234375,692.546875,6,6,hover,16.399999976158142,16.399999976158142,0.44482173174872663,0.4369140625,153,,,intermediate,4,,,,,,,,,,,,,,
24619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,30,4,25,26,74," travels, ",580,320,1033793.8999999762,309.2734375,553.484375,329.7734375,616.5078125,6,4,,,,,,,,,intermediate,4,,,,,,,,,,,,,,
24636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,30,4,25,26,74," travels, ",580,320,,299.5234375,553.484375,339.5234375,616.5078125,6,4,hover,18.100000023841858,18.100000023841858,0.42072641626379076,0.5119140625,153,,,intermediate,4,,,,,,,,,,,,,,
24651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,30,4,25,26,73, drone ,552,321,,299.5234375,502.4453125,339.5234375,553.484375,6,3,hover,15.100000023841858,15.100000023841858,0.970916883514465,0.5369140625,153,,,intermediate,4,,,,,,,,,,,,,,
24669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,30,4,25,26,72, the ,491,323,,299.5234375,472.421875,339.5234375,502.4453125,6,2,hover,17.399999976158142,17.399999976158142,0.6187874056726516,0.5869140625,153,,,intermediate,4,,,,,,,,,,,,,,
24670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,30,4,25,26,71, distance ,453,323,1033844.2000000477,309.2734375,400.375,329.7734375,472.421875,6,1,,,,,,,,,intermediate,4,,,,,,,,,,,,,,
24719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,30,4,25,26,71, distance ,453,323,,299.5234375,400.375,339.5234375,472.421875,6,1,hover,50.39999997615814,50.39999997615814,0.10583387551507266,0.5869140625,153,,,intermediate,4,,,,,,,,,,,,,,
24720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,30,4,25,26,-1,999,393,323,1033894.2999999523,,,,,,,,,,,,,,,intermediate,4,,,,,,,,,,,,,,
24769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,30,4,25,26,-1,999,376,323,1033943.8999999762,,,,,,,,,,,,,,,intermediate,4,,,,,,,,,,,,,,
24820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,30,4,25,26,-1,999,372,323,1033994.6000000238,,,,,,,,,,,,,,,intermediate,4,,,,,,,,,,,,,,
24871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,30,4,25,26,-1,999,372,323,1034045.5,,,,,,,,,,,,,,,intermediate,4,,,,,,,,,,,,,,
24919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,30,4,25,26,-1,999,373,328,1034094.1000000238,,,,,,,,,,,,,,,intermediate,4,,,,,,,,,,,,,,
24970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,30,4,25,26,-1,999,381,340,1034144.5,,,,,,,,,,,,,,,intermediate,4,,,,,,,,,,,,,,
25020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,30,4,25,26,-1,999,392,348,1034194.2999999523,,,,,,,,,,,,,,,intermediate,4,,,,,,,,,,,,,,
25070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,30,4,25,26,-1,999,399,353,1034244.5,,,,,,,,,,,,,,,intermediate,4,,,,,,,,,,,,,,
25120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,30,4,25,26,84, still ,403,355,1034294.6000000238,349.2734375,400.375,369.7734375,431.375,7,1,,,,,,,,,intermediate,4,,,,,,,,,,,,,,
25170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,30,4,25,26,84, still ,407,357,1034344.7999999523,349.2734375,400.375,369.7734375,431.375,7,1,,,,,,,,,intermediate,4,,,,,,,,,,,,,,
25220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,30,4,25,26,84, still ,414,358,1034394.6000000238,349.2734375,400.375,369.7734375,431.375,7,1,,,,,,,,,intermediate,4,,,,,,,,,,,,,,
25270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,30,4,25,26,84, still ,426,358,1034444.5,349.2734375,400.375,369.7734375,431.375,7,1,,,,,,,,,intermediate,4,,,,,,,,,,,,,,
25301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,30,4,25,26,84, still ,401,354,,339.5234375,400.375,379.5234375,431.375,7,1,hover,216.39999997615814,216.39999997615814,0.9879032258064516,0.4619140625,153,,,intermediate,4,,,,,,,,,,,,,,
25319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,30,4,25,26,85, a ,443,358,1034493.8999999762,349.2734375,431.375,369.7734375,446.390625,7,2,,,,,,,,,intermediate,4,,,,,,,,,,,,,,
25335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,30,4,25,26,85, a ,437,358,,339.5234375,431.375,379.5234375,446.390625,7,2,hover,33.39999997615814,33.39999997615814,0.7741935483870968,0.4619140625,153,,,intermediate,4,,,,,,,,,,,,,,
25370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,30,4,25,26,86, major ,466,358,1034544.5,349.2734375,446.390625,369.7734375,496.40625,7,3,,,,,,,,,intermediate,4,,,,,,,,,,,,,,
25420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,30,4,25,26,86, major ,486,358,1034594.7999999523,349.2734375,446.390625,369.7734375,496.40625,7,3,,,,,,,,,intermediate,4,,,,,,,,,,,,,,
25451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,30,4,25,26,86, major ,453,358,,339.5234375,446.390625,379.5234375,496.40625,7,3,hover,116.80000007152557,116.80000007152557,0.9318962824117464,0.4619140625,153,,,intermediate,4,,,,,,,,,,,,,,
25470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,30,4,25,26,87, concern ,507,358,1034644.3999999762,349.2734375,496.40625,369.7734375,565.4453125,7,4,,,,,,,,,intermediate,4,,,,,,,,,,,,,,
25520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,30,4,25,26,87, concern ,526,358,1034694.3999999762,349.2734375,496.40625,369.7734375,565.4453125,7,4,,,,,,,,,intermediate,4,,,,,,,,,,,,,,
25570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,30,4,25,26,87, concern ,544,358,1034744.2000000477,349.2734375,496.40625,369.7734375,565.4453125,7,4,,,,,,,,,intermediate,4,,,,,,,,,,,,,,
25619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,30,4,25,26,87, concern ,565,360,1034793.7999999523,349.2734375,496.40625,369.7734375,565.4453125,7,4,,,,,,,,,intermediate,4,,,,,,,,,,,,,,
25635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,30,4,25,26,87, concern ,500,358,,339.5234375,496.40625,379.5234375,565.4453125,7,4,hover,183.29999995231628,183.29999995231628,0.9935498472332239,0.5119140625,153,,,intermediate,4,,,,,,,,,,,,,,
25668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,30,4,25,26,88, – ,572,361,,339.5234375,565.4453125,379.5234375,580.4609375,7,5,hover,33,33,0.9027055150884495,0.5369140625,153,,,intermediate,4,,,,,,,,,,,,,,
25670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,30,4,25,26,89, Singh ,586,362,1034844.6000000238,349.2734375,580.4609375,369.7734375,631.5,7,6,,,,,,,,,intermediate,4,,,,,,,,,,,,,,
25720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,30,4,25,26,89, Singh ,605,363,1034894.6000000238,349.2734375,580.4609375,369.7734375,631.5,7,6,,,,,,,,,intermediate,4,,,,,,,,,,,,,,
25770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,30,4,25,26,89, Singh ,620,363,1034944.6000000238,349.2734375,580.4609375,369.7734375,631.5,7,6,,,,,,,,,intermediate,4,,,,,,,,,,,,,,
25820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,30,4,25,26,89, Singh ,631,363,1034994.2000000477,349.2734375,580.4609375,369.7734375,631.5,7,6,,,,,,,,,intermediate,4,,,,,,,,,,,,,,
25834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,30,4,25,26,89, Singh ,586,362,,339.5234375,580.4609375,379.5234375,631.5,7,6,hover,166.60000002384186,166.60000002384186,0.9902035818153987,0.5869140625,153,,,intermediate,4,,,,,,,,,,,,,,
25869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,30,4,25,26,90, says ,642,364,1035044.1000000238,349.2734375,631.5,369.7734375,673.515625,7,7,,,,,,,,,intermediate,4,,,,,,,,,,,,,,
25920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,30,4,25,26,90, says ,654,365,1035094.3999999762,349.2734375,631.5,369.7734375,673.515625,7,7,,,,,,,,,intermediate,4,,,,,,,,,,,,,,
25970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,30,4,25,26,90, says ,667,365,1035144.5,349.2734375,631.5,369.7734375,673.515625,7,7,,,,,,,,,intermediate,4,,,,,,,,,,,,,,
26001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,30,4,25,26,90, says ,635,363,,339.5234375,631.5,379.5234375,673.515625,7,7,hover,167,167,0.9401264410561547,0.6369140625,153,,,intermediate,4,,,,,,,,,,,,,,
26020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,30,4,25,26,91," that, ",680,365,1035194.3999999762,349.2734375,673.515625,369.7734375,713.546875,7,8,,,,,,,,,intermediate,4,,,,,,,,,,,,,,
26070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,30,4,25,26,91," that, ",692,365,1035244.2999999523,349.2734375,673.515625,369.7734375,713.546875,7,8,,,,,,,,,intermediate,4,,,,,,,,,,,,,,
26119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,30,4,25,26,91," that, ",698,365,1035294,349.2734375,673.515625,369.7734375,713.546875,7,8,,,,,,,,,intermediate,4,,,,,,,,,,,,,,
26169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,30,4,25,26,91," that, ",705,366,1035344,349.2734375,673.515625,369.7734375,713.546875,7,8,,,,,,,,,intermediate,4,,,,,,,,,,,,,,
26201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,30,4,25,26,91," that, ",676,365,,339.5234375,673.515625,379.5234375,713.546875,7,8,hover,199.5,199.5,0.8864168618266979,0.6619140625,153,,,intermediate,4,,,,,,,,,,,,,,
26219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,30,4,25,26,92, for ,720,367,1035394.1000000238,349.2734375,713.546875,369.7734375,739.5546875,7,9,,,,,,,,,intermediate,4,,,,,,,,,,,,,,
26268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,30,4,25,26,92, for ,714,367,,339.5234375,713.546875,379.5234375,739.5546875,7,9,hover,66.79999995231628,66.79999995231628,0.8633223190147191,0.7119140625,153,,,intermediate,4,,,,,,,,,,,,,,
26270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,30,4,25,26,93, a ,745,369,1035444.2999999523,349.2734375,739.5546875,369.7734375,754.5703125,7,10,,,,,,,,,intermediate,4,,,,,,,,,,,,,,
26301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,30,4,25,26,93, a ,745,369,,339.5234375,739.5546875,379.5234375,754.5703125,7,10,hover,33.200000047683716,33.200000047683716,0.8288241415192508,0.7369140625,153,,,intermediate,4,,,,,,,,,,,,,,
26319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,30,4,25,26,94, commercial ,764,370,1035494.1000000238,349.2734375,754.5703125,369.7734375,851.5859375,7,11,,,,,,,,,intermediate,4,,,,,,,,,,,,,,
26369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,30,4,25,26,94, commercial ,777,370,1035544.1000000238,349.2734375,754.5703125,369.7734375,851.5859375,7,11,,,,,,,,,intermediate,4,,,,,,,,,,,,,,
26420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,30,4,25,26,94, commercial ,782,370,1035594.3999999762,349.2734375,754.5703125,369.7734375,851.5859375,7,11,,,,,,,,,intermediate,4,,,,,,,,,,,,,,
26470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,30,4,25,26,94, commercial ,782,370,1035644.3999999762,349.2734375,754.5703125,369.7734375,851.5859375,7,11,,,,,,,,,intermediate,4,,,,,,,,,,,,,,
26522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,30,4,25,26,94, commercial ,782,370,1035696.6000000238,349.2734375,754.5703125,369.7734375,851.5859375,7,11,,,,,,,,,intermediate,4,,,,,,,,,,,,,,
26572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,30,4,25,26,94, commercial ,782,370,1035746.3999999762,349.2734375,754.5703125,369.7734375,851.5859375,7,11,,,,,,,,,intermediate,4,,,,,,,,,,,,,,
26621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,30,4,25,26,94, commercial ,782,370,1035795.8999999762,349.2734375,754.5703125,369.7734375,851.5859375,7,11,,,,,,,,,intermediate,4,,,,,,,,,,,,,,
26671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,30,4,25,26,94, commercial ,782,370,1035846.1000000238,349.2734375,754.5703125,369.7734375,851.5859375,7,11,,,,,,,,,intermediate,4,,,,,,,,,,,,,,
26720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,30,4,25,26,94, commercial ,785,370,1035894.8999999762,349.2734375,754.5703125,369.7734375,851.5859375,7,11,,,,,,,,,intermediate,4,,,,,,,,,,,,,,
26770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,30,4,25,26,94, commercial ,799,368,1035945,349.2734375,754.5703125,369.7734375,851.5859375,7,11,,,,,,,,,intermediate,4,,,,,,,,,,,,,,
26820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,30,4,25,26,94, commercial ,829,368,1035994.5,349.2734375,754.5703125,369.7734375,851.5859375,7,11,,,,,,,,,intermediate,4,,,,,,,,,,,,,,
26870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,30,4,25,26,94, commercial ,844,368,1036045.1000000238,349.2734375,754.5703125,369.7734375,851.5859375,7,11,,,,,,,,,intermediate,4,,,,,,,,,,,,,,
26891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,30,4,25,26,94, commercial ,759,369,,339.5234375,754.5703125,379.5234375,851.5859375,7,11,hover,590.3999999761581,590.3999999761581,0.9630375261716863,0.7369140625,153,,,intermediate,4,,,,,,,,,,,,,,
26920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,30,4,25,26,95, aircraft ,858,370,1036094.2999999523,349.2734375,851.5859375,369.7734375,911.6015625,7,12,,,,,,,,,intermediate,4,,,,,,,,,,,,,,
26971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,30,4,25,26,95, aircraft ,876,372,1036145.2999999523,349.2734375,851.5859375,369.7734375,911.6015625,7,12,,,,,,,,,intermediate,4,,,,,,,,,,,,,,
27020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,30,4,25,26,95, aircraft ,899,373,1036195,349.2734375,851.5859375,369.7734375,911.6015625,7,12,,,,,,,,,intermediate,4,,,,,,,,,,,,,,
27040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,30,4,25,26,95, aircraft ,852,370,,339.5234375,851.5859375,379.5234375,911.6015625,7,12,hover,149,149,0.9399895860453007,0.8369140625,153,,,intermediate,4,,,,,,,,,,,,,,
27070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,30,4,25,26,96, to ,925,373,1036244.3999999762,349.2734375,911.6015625,369.7734375,931.6171875,7,13,,,,,,,,,intermediate,4,,,,,,,,,,,,,,
27073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,30,4,25,26,96, to ,917,373,,339.5234375,911.6015625,379.5234375,931.6171875,7,13,hover,33.200000047683716,33.200000047683716,0.6693989071038251,0.8369140625,153,,,intermediate,4,,,,,,,,,,,,,,
27121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,30,4,25,26,97, be ,949,372,1036295.1000000238,349.2734375,931.6171875,369.7734375,956.640625,7,14,,,,,,,,,intermediate,4,,,,,,,,,,,,,,
27140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,30,4,25,26,97, be ,934,373,,339.5234375,931.6171875,379.5234375,956.640625,7,14,hover,66.89999997615814,66.89999997615814,0.9743990009366219,0.7869140625,153,,,intermediate,4,,,,,,,,,,,,,,
27170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,30,4,25,26,98, allowed ,966,370,1036344.2000000477,349.2734375,956.640625,369.7734375,1022.6875,7,15,,,,,,,,,intermediate,4,,,,,,,,,,,,,,
27221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,30,4,25,26,98, allowed ,980,368,1036395.3999999762,349.2734375,956.640625,369.7734375,1022.6875,7,15,,,,,,,,,intermediate,4,,,,,,,,,,,,,,
27271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,30,4,25,26,98, allowed ,991,368,1036445.2999999523,349.2734375,956.640625,369.7734375,1022.6875,7,15,,,,,,,,,intermediate,4,,,,,,,,,,,,,,
